,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Year
4614,Improvisation No 4,Anthony Braxton,spotify:track:3xAibb10ptlNDTAEnBL8ef,0.498,0.0206,1,-26.159000000000002,1,0.0624,0.93,0.000259,0.0617,0.23199999999999998,113.46799999999999,199120,4,89.22568000000001,7,0,2000
4615,Window Shopper,50 Cent,spotify:track:1bevrs76fdGW3y03R5q6GB,0.539,0.672,5,-4.9719999999999995,0,0.195,0.0626,0.0,0.38799999999999996,0.384,174.148,191813,4,19.257579999999997,11,1,2000
4616,It's Been Awhile,Staind,spotify:track:25CMmGsl22APKhfuj4Tp7j,0.509,0.774,6,-4.053999999999999,1,0.0338,0.0018899999999999998,0.000549,0.14300000000000002,0.0824,116.529,264707,4,51.5201,10,1,2000
4617,Chinese Rocks (7” Version),Johnny Thunders,spotify:track:6gkB6DjTmqcmbq8T2j0q3J,0.33899999999999997,0.855,7,-5.808,1,0.0487,7.91e-05,0.0393,0.146,0.495,139.378,178907,4,43.40514,8,0,2000
4618,Shree Hanuman Chalisa,Anup Jalota,spotify:track:7jWEfnswzyqESGNBVsCD5D,0.373,0.424,1,-12.798,1,0.0469,0.573,0.0,0.0496,0.445,155.468,889417,4,37.24811,46,0,2000
4619,Hey Ma,Cam’ron,spotify:track:0Uhnzk5zI46IRlQ04LNOtc,0.7909999999999999,0.6659999999999999,8,-5.484,1,0.341,0.0256,6.33e-06,0.0796,0.938,90.345,232533,4,26.47049,12,0,2000
4620,Átkozott nemzedék,Pokolgép,spotify:track:4epgsZzTr6ucOH2JUUZj7b,0.561,0.9179999999999999,9,-5.603,1,0.10800000000000001,0.00313,0.0522,0.125,0.544,151.628,244040,4,24.34177,8,0,2000
4621,Playas Gon' Play,3LW,spotify:track:3OWsm3HE35S9x3fgY8tbgh,0.6559999999999999,0.7240000000000001,6,-5.465,0,0.124,0.00395,4.98e-05,0.26899999999999996,0.62,185.748,283533,4,26.10022,14,1,2000
4622,Over My Head (Cable Car),The Fray,spotify:track:1N62wozuHCvczCkY4QidpP,0.5920000000000001,0.7290000000000001,8,-4.156000000000001,1,0.0448,0.022000000000000002,0.0,0.0653,0.7090000000000001,116.03,236267,4,36.17968,10,1,2000
4623,Heavy Metal Hurricane,Living Death,spotify:track:2xEb5DRqxopNceHBBSqcFy,0.292,0.879,2,-6.577000000000001,1,0.10099999999999999,5.05e-06,0.857,0.271,0.265,154.81799999999998,225893,4,23.12783,13,0,2000
4624,Mariana's Trench,August Burns Red,spotify:track:6E4DqnxPVMoVrtOyf0DJhG,0.204,0.9840000000000001,1,-5.172000000000001,1,0.109,2.78e-05,0.252,0.14800000000000002,0.207,115.38,258107,1,51.44402,12,0,2000
4625,Summernight City,Therion,spotify:track:6FJJb59oUtlUcck152VuYq,0.512,0.892,7,-3.877,1,0.0341,0.00022999999999999998,0.0971,0.272,0.35,105.985,294600,4,55.752680000000005,10,0,2000
4626,Relic Uncovered,Midnight Syndicate,spotify:track:73pvSNr6EyE4zfMWVylFA0,0.265,0.10099999999999999,10,-26.712,0,0.0459,0.9670000000000001,0.915,0.14800000000000002,0.0337,73.558,107413,4,64.48907,5,0,2000
4627,1985,Bowling For Soup,spotify:track:5oQcOu1omDykbIPSdSQQNJ,0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.97399999999999,193000,4,34.92338,8,1,2000
4628,The Set Up,Obie Trice Featuring Nate Dogg,spotify:track:565Qtc38H8ftpOL0COxd5m,0.8270000000000001,0.7440000000000001,1,-6.8389999999999995,1,0.41100000000000003,0.306,0.0,0.126,0.805,95.929,131107,4,42.83582,5,1,2000
4629,One More Chance,Michael Jackson,spotify:track:7uyivkbdc8iH8wyBGBhlXV,0.47600000000000003,0.596,7,-4.234,1,0.0707,0.10800000000000001,0.0,0.13699999999999998,0.5489999999999999,80.738,229000,4,51.11367,8,1,2000
4630,Seven Pastorales - V. To John Cage,Lou Harrison,spotify:track:4IdCixujTPgnmOgalResff,0.0787,0.0035299999999999997,2,-39.779,0,0.0532,0.9840000000000001,0.866,0.0564,0.177,80.725,204267,4,102.07356999999999,9,0,2000
4631,Cookie Jar,Gym Class Heroes Featuring The-Dream,spotify:track:3RDcUlLGp3SLp2AmUbUbls,0.687,0.6679999999999999,5,-4.061,1,0.0282,0.0253,0.0,0.7440000000000001,0.418,113.053,216317,4,18.27611,10,1,2000
4632,When You Look Me In The Eyes,Jonas Brothers,spotify:track:4kf33kU0KAlkNBK9pNbYNU,0.4,0.7659999999999999,2,-3.717,1,0.0328,0.0242,0.0,0.301,0.508,135.938,249693,4,22.70372,11,1,2000
4633,Johnny Cash,Jason Aldean,spotify:track:7C2Th9WKovi6NyjGoqaPsK,0.626,0.856,8,-4.114,1,0.0463,0.0081,3.8e-06,0.13,0.6990000000000001,112.07799999999999,190560,4,22.63214,12,1,2000
4634,Praise the Lord (Opium of the Masses),Dying Fetus,spotify:track:2Y0Zb2iYC5mys5z44zjkNM,0.348,0.972,6,-6.104,0,0.154,6.159999999999999e-05,0.45399999999999996,0.132,0.2,113.80799999999999,331400,4,49.87024,14,0,2000
4635,Outside Looking In,Jordan Pruitt,spotify:track:1wF2QB0bAAYQdPUIn0L0VE,0.69,0.29,5,-6.544,1,0.0282,0.6759999999999999,0.0,0.109,0.42,95.976,159467,4,16.69708,8,1,2000
4636,Lágrimas de metal,Amistades Peligrosas,spotify:track:1k2tcznDUGWQN4x77ef7ab,0.584,0.726,11,-8.411,1,0.0546,0.544,0.0,0.0801,0.8540000000000001,96.065,199653,3,43.38494,10,0,2000
4637,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",spotify:track:7GQqj9jRtDkMp8zByehXQI,0.7559999999999999,0.8079999999999999,5,-3.655,1,0.0541,0.0175,3.67e-06,0.66,0.638,109.902,264847,4,46.249629999999996,10,1,2000
4638,Diesel Uterus,Mnemic,spotify:track:4JYoQdOCkJYDXgwSF1gTcr,0.35100000000000003,0.975,1,-4.427,1,0.11900000000000001,2.08e-06,8.640000000000001e-05,0.319,0.0556,143.99,271667,4,22.31115,12,0,2000
4639,Il Tramonto (lyric poem for mezzo-soprano & string orchestra),Ottorino Respighi,spotify:track:2hq0HiZRNvKjstSsrttS7u,0.204,0.0377,9,-26.67,1,0.0501,0.987,0.00847,0.147,0.0359,78.67,953829,3,46.0971,53,0,2000
4640,Nobody's Perfect,Hannah Montana,spotify:track:1GBknQ67DCfKTPms1dw9EW,0.594,0.977,8,-4.1930000000000005,1,0.0646,0.0597,3.49e-06,0.309,0.7929999999999999,131.976,200827,4,27.97268,8,1,2000
4641,A Narnia Lullaby,Harry Gregson-Williams,spotify:track:03pWkKJjo8ATe0z4SWGzyd,0.231,0.174,5,-16.718,1,0.15,0.958,0.843,0.23399999999999999,0.0322,91.125,72880,4,50.331340000000004,4,0,2000
4642,One Day At A Time,Tupac With Eminem Featuring The Outlawz,spotify:track:4KWMLqpM2XRUneZOwGY38w,0.768,0.8909999999999999,5,-3.235,0,0.257,0.0322,0.0,0.16699999999999998,0.787,91.90100000000001,223733,4,49.89376,11,1,2000
4643,Happy,Ashanti,spotify:track:6CbcdeTQKj0qTaZTt0xkdk,0.727,0.515,2,-6.553,0,0.0289,0.24,3.65e-06,0.13,0.696,89.488,262227,4,42.31747,12,1,2000
4644,Roll With Me,Montgomery Gentry,spotify:track:048fAgdSLnAbQZG1ePSUKb,0.552,0.648,2,-6.71,1,0.0273,0.0533,0.00015,0.14400000000000002,0.40700000000000003,142.159,233933,4,39.96309,12,1,2000
4645,Re:member,FLOW,spotify:track:1Ucmx7qaayeZL8Qfsq9vzD,0.406,0.902,8,-5.99,0,0.0635,0.00352,0.0,0.0924,0.693,171.945,199560,4,45.707879999999996,10,0,2000
4646,A Three-Legged Workhorse,This Will Destroy You,spotify:track:2hERMN4Fl5CdlEWiWrCLEX,0.535,0.406,3,-8.577,0,0.036000000000000004,0.00855,0.772,0.0999,0.115,111.98200000000001,550653,4,102.43303,20,0,2000
4647,All For Love,Clueless,spotify:track:39vWLWmhB4axnRhUcRAcsQ,0.604,0.586,2,-6.505,1,0.0244,0.217,0.0,0.047,0.32299999999999995,77.055,242707,4,17.66969,13,0,2000
4648,"Steady, As She Goes",The Raconteurs,spotify:track:19iqWNzp5LwEdvntpEK8MP,0.524,0.578,9,-4.563,1,0.12,0.0132,0.00921,0.10800000000000001,0.537,123.669,215267,4,52.70709,8,1,2000
4649,Guerra,7th Poet,spotify:track:5FCp5VLr7kU2hXL64cZFqa,0.665,0.895,4,-7.325,0,0.253,0.615,0.000366,0.48100000000000004,0.6759999999999999,160.006,266960,4,42.21,10,0,2000
4650,Hai Subse Madhur Who Geet,Talat Mahmood,spotify:track:6ycErfp0dS5lJBwOZPGEzu,0.366,0.149,6,-19.414,0,0.0468,0.987,0.00288,0.598,0.32899999999999996,102.191,307918,4,14.63231,14,0,2000
4651,Behind Blue Eyes,Limp Bizkit,spotify:track:1MTQHCpraD4S8g5PAFKzoj,0.595,0.489,7,-6.66,1,0.0271,0.49700000000000005,0.0,0.11900000000000001,0.0902,120.315,269973,4,35.94478,13,1,2000
4652,Eight Second Ride,Jake Owen,spotify:track:0XjXQDJpajDzCdpazp1562,0.645,0.843,0,-4.072,1,0.0475,0.10400000000000001,0.0,0.249,0.534,92.35700000000001,187320,3,21.82305,6,1,2000
4653,Holla At Me,"DJ Khaled Featuring Lil Wayne, Paul Wall, Fat Joe, Rick Ross & Pitbull",spotify:track:01LoAhsalyPn0jT8IGn45w,0.46299999999999997,0.7490000000000001,7,-5.817,1,0.42100000000000004,0.00158,0.0,0.374,0.551,99.296,268069,4,63.7254,9,1,2000
4654,Two People Fell In Love,Brad Paisley,spotify:track:154grZhOoDf2FDTnS2BpK6,0.6,0.44,0,-10.79,1,0.0291,0.332,0.0,0.14800000000000002,0.381,80.334,247173,4,27.70678,9,1,2000
4655,Flipside,Freeway Featuring Peedi Crakk,spotify:track:3dSsqTvkWZLQ7V4y4ftFgV,0.768,0.968,6,-2.798,1,0.36,0.0974,0.0,0.139,0.6759999999999999,99.84700000000001,236707,4,32.29675,12,1,2000
4656,Gangsta Luv,Snoop Dogg Featuring The-Dream,spotify:track:1E8wif6bVXurUgxV8Gfwrw,0.59,0.735,2,-4.9239999999999995,1,0.297,0.0277,0.0,0.0818,0.39799999999999996,102.07600000000001,256547,4,50.10109,11,1,2000
4657,Nem vagy túl távol,V'Moto Rock,spotify:track:1FXii0Zg6SbvuMoOd6Tzly,0.759,0.501,4,-8.517999999999999,1,0.043,0.36200000000000004,0.000256,0.052000000000000005,0.34299999999999997,128.365,250147,4,62.88886,11,0,2000
4658,The Quittin' Kind,Joe Diffie,spotify:track:4u6U5nwYHok67BBymI9ldh,0.595,0.904,7,-4.803,1,0.0355,0.03,4.429999999999999e-05,0.397,0.6,102.00200000000001,207467,4,39.459509999999995,9,1,2000
4659,Hood Figga,Gorilla Zoe,spotify:track:1OeTY85K4i1I7kNnvESfeb,0.8140000000000001,0.713,1,-5.0889999999999995,1,0.107,0.0162,0.0,0.12300000000000001,0.145,174.264,200933,4,22.4175,10,1,2000
4660,Don't Tell Me,Avril Lavigne,spotify:track:0dEQaNYfp5G7Sflek2Qnde,0.523,0.795,4,-2.92,1,0.0386,0.00462,0.0,0.358,0.484,144.106,202013,4,41.07145,8,1,2000
4661,Talisman,Clubroot,spotify:track:4OjS3X9SEFfgQl3VPnDRZy,0.62,0.72,0,-7.443,1,0.0769,0.168,0.924,0.10400000000000001,0.344,136.995,341320,4,15.531820000000002,11,0,2000
4662,Hicktown,Jason Aldean,spotify:track:0WYbR2GSfl4ehvmLmcpAqi,0.6970000000000001,0.877,6,-3.885,1,0.0348,0.00913,6.93e-06,0.0726,0.768,121.53399999999999,306027,4,137.09943,7,1,2000
4663,Kausienranta - Folk Aesthetic Version,Tenhi,spotify:track:6CEybtuBb6dsKSyqb04Jnx,0.51,0.555,2,-12.054,1,0.0398,0.654,0.9540000000000001,0.262,0.09,115.059,360933,4,25.17205,18,0,2000
4664,Vacuum Tree,Trifonic,spotify:track:1I46FWzmzYHos951DU88WS,0.593,0.929,9,-6.897,0,0.0699,0.00277,0.934,0.10400000000000001,0.534,142.998,304040,1,18.640629999999998,9,0,2000
4665,Single For The Rest Of My Life,Isyss,spotify:track:5ntkgBVRkW8BZ1cr0acKLD,0.721,0.7170000000000001,6,-8.095,1,0.0394,0.0796,0.00411,0.33399999999999996,0.805,147.655,235636,4,28.35613,11,1,2000
4666,Catch Me,Demi Lovato,spotify:track:7eM88DF4yL4hpNnB6oJLnD,0.289,0.292,4,-11.991,1,0.048,0.491,0.0,0.255,0.491,185.425,190000,4,33.1583,9,1,2000
4667,Where My Girls At?,702,spotify:track:4VSyH8AkIt3kaR5xIPFVVi,0.7040000000000001,0.725,4,-7.435,1,0.0505,0.0348,0.0163,0.19399999999999998,0.7609999999999999,92.18299999999999,166693,4,26.95184,7,1,2000
4668,Infinity - Dub,Fonzerelli,spotify:track:60LboXYIGV1PgUP4FIolvx,0.607,0.7490000000000001,0,-3.8710000000000004,1,0.0494,1.1900000000000001e-05,0.898,0.18600000000000003,0.503,129.99,354462,4,94.14974000000001,11,0,2000
4669,St. Suliac / Sur La Rance,Nigel Eaton,spotify:track:5ezGcrRld443TbJ5LWGtZI,0.37,0.38799999999999996,7,-19.848,1,0.0506,0.642,0.149,0.129,0.0716,100.171,203853,3,79.87165999999999,5,0,2000
4670,Eternal Black Dawn,Omen,spotify:track:5zZh9z37rOySHFm9sLjfUN,0.499,0.848,3,-5.614,0,0.0494,0.000332,0.0058200000000000005,0.0397,0.586,140.54,265653,4,37.865790000000004,11,0,2000
4671,"The Hebrides, Op. 26, ""Fingal's Cave""",Felix Mendelssohn,spotify:track:0xhpjVO3RNzavlwDHyWyWs,0.22399999999999998,0.0965,11,-19.165,0,0.0395,0.924,0.892,0.172,0.0442,118.28399999999999,657453,4,45.444759999999995,29,0,2000
4672,Pommitus,Sotajumala,spotify:track:2PtPNFD7JB9svpaKIBFKeR,0.35700000000000004,0.932,3,-5.14,1,0.0832,8.04e-06,0.9329999999999999,0.0819,0.24,160.019,338907,4,39.11111,11,0,2000
4673,Beautiful Girls,Sean Kingston,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,0.762,0.6609999999999999,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,225373,4,16.728579999999997,12,1,2000
4674,That's Just Jessie,Kevin Denney,spotify:track:0hHLFYQOVwKhpnO7oSXcFz,0.49200000000000005,0.685,5,-6.046,1,0.035,0.141,0.0,0.389,0.376,172.115,232267,4,39.05036,10,1,2000
4675,Where The Hood At?,DMX,spotify:track:6RUpJeXT6U4SPEafnr9Wr7,0.537,0.948,8,-3.063,1,0.355,0.151,0.0,0.35600000000000004,0.792,186.15099999999998,286267,4,83.18303,12,1,2000
4676,U Saved Me,R. Kelly,spotify:track:2mw9UnfWIw9mYPAoDEc4ud,0.6509999999999999,0.56,6,-7.0120000000000005,1,0.053,0.598,0.0,0.0873,0.297,104.045,373773,4,55.16989,14,1,2000
4677,"Fuck You, I'm Drunk",Paddy And The Rats,spotify:track:6CHvSvnf3VPuBZCtTPtRHL,0.32299999999999995,0.825,7,-3.323,1,0.0377,0.069,8.95e-06,0.301,0.478,190.015,166653,3,44.31617,8,0,2000
4678,Seeker Divine,Hagalaz' Runedance,spotify:track:5HGsnuyQvkMSiKZVobwwxL,0.46,0.69,6,-8.576,0,0.0307,0.145,0.0786,0.0985,0.618,180.08900000000003,269107,3,42.46978,9,0,2000
4679,Joker And The Thief,Wolfmother,spotify:track:7ISL3LO8AWP3fKIXunvqTa,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,4,41.24575,14,0,2000
4680,Black and Blasphemic Death Metal,Nargaroth,spotify:track:2PDKPbUf9KwwVQEABzZhqR,0.275,0.9990000000000001,7,-9.655,1,0.078,0.78,0.998,0.9079999999999999,0.0207,135.102,493507,4,84.36818000000001,14,0,2000
4681,Send And Receive,Tycho,spotify:track:2F74sQhuAH511mBJVn0zZI,0.5579999999999999,0.491,9,-14.687999999999999,0,0.0382,0.9420000000000001,0.871,0.385,0.287,160.05200000000002,293133,4,30.34608,10,0,2000
4682,Request Line,The Black Eyed Peas Featuring Macy Gray,spotify:track:5jqtWlhucAwdTQdOubwVxQ,0.638,0.8109999999999999,6,-3.573,0,0.34600000000000003,0.0182,5.13e-05,0.134,0.115,98.97200000000001,561600,4,124.01392,9,1,2000
4683,Sal De Mi,Muro,spotify:track:3TSp6tCbo7Ax9JnblrG5YK,0.43200000000000005,0.898,7,-8.546,1,0.0569,4.84e-05,0.00011899999999999999,0.11699999999999999,0.344,150.11,287693,4,26.622809999999998,14,0,2000
4684,Imagine That,LL Cool J,spotify:track:2h2J06UFc4C2g5tnSgFZ5u,0.9129999999999999,0.831,11,-4.4430000000000005,1,0.23399999999999999,0.365,6.38e-05,0.297,0.894,97.99799999999999,296307,4,30.30285,8,1,2000
4685,Here For The Party,Gretchen Wilson,spotify:track:0SuzUhWAgStNIMZR4jEGgk,0.6559999999999999,0.7170000000000001,0,-4.871,1,0.0279,0.0127,1.22e-05,0.904,0.809,123.988,196760,4,41.24559,7,1,2000
4686,The World,Brad Paisley,spotify:track:3qrE75eXkASxoMG8wJvWSk,0.446,0.9470000000000001,4,-6.593999999999999,1,0.052000000000000005,0.302,0.000692,0.0979,0.88,176.798,241680,4,37.22972,10,1,2000
4687,Love Song,Koudlam,spotify:track:4v7X6kFXsdLD3hn434aINm,0.51,0.639,5,-7.336,1,0.0837,0.013999999999999999,0.0956,0.0489,0.106,140.142,326653,4,48.24477,12,0,2000
4688,You Raise Me Up,Secret Garden,spotify:track:1J5jCQ4GCR3QK5TNDYVHze,0.263,0.151,0,-13.078,1,0.0386,0.917,0.00658,0.10300000000000001,0.0698,134.204,304040,4,58.84595,13,0,2000
4689,Stadium Lightz,Sean Slaughter,spotify:track:0v4qjDPWsvJrMnIUuWTMfD,0.41600000000000004,0.9009999999999999,1,-3.5389999999999997,1,0.16399999999999998,0.0179,0.0,0.39899999999999997,0.541,96.95,300573,4,35.6042,11,0,2000
4690,Trouble,P!nk,spotify:track:0qrGSKtrEj7PJAGVBFE9vG,0.575,0.9329999999999999,7,-2.719,1,0.051,0.00822,0.0,0.244,0.848,135.5,193600,4,15.2389,12,1,2000
4691,Get Right,Jennifer Lopez,spotify:track:0rLzyBecRbTpnBWvMtPVFR,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.36200000000000004,97.084,225533,4,16.36191,10,1,2000
4692,Ghouls,Helltrain,spotify:track:5jY3TYO3NqvGpoQe8JmnTp,0.396,0.946,7,-3.5410000000000004,0,0.0613,0.000781,0.0333,0.313,0.49700000000000005,162.039,257386,4,59.36034,9,0,2000
4693,Thank You In Advance,Boyz II Men,spotify:track:1qLDXxbJK1VLwS9jArwWnC,0.695,0.41600000000000004,1,-6.456,1,0.0446,0.1,0.0,0.26899999999999996,0.225,119.97,251307,4,23.15288,13,1,2000
4694,Rubberneckin',Elvis Presley,spotify:track:4cXnUi6qulwgj0fLSu0VYE,0.623,0.613,10,-10.099,1,0.0698,0.231,0.0,0.12,0.9179999999999999,144.334,133813,4,35.22404,8,1,2000
4695,Three Times Down,S.T.P.,spotify:track:5fVLVJQ6NyawU6IXGLC2BB,0.355,0.7909999999999999,7,-8.11,1,0.0636,2.6000000000000002e-05,0.0321,0.0523,0.209,93.41799999999999,231733,4,23.37407,13,0,2000
4696,Like I Love You,Justin Timberlake,spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv,0.853,0.8109999999999999,6,-4.926,0,0.0646,0.0439,0.000304,0.0703,0.9009999999999999,114.961,283627,4,57.36946999999999,14,1,2000
4697,Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry",spotify:track:2eOuL8KesslTLQERQPu11D,0.669,0.8290000000000001,1,-3.801,1,0.49,0.179,0.0,0.24100000000000002,0.61,118.934,253067,4,29.10036,12,1,2000
4698,Keeps Gettin' Better,Christina Aguilera,spotify:track:0j0n5CUS1g3QSwDWg8r5qq,0.645,0.6970000000000001,5,-4.7330000000000005,0,0.0285,0.0739,0.000842,0.575,0.25,130.001,181947,4,22.84639,10,1,2000
4699,Someday,Rob Thomas,spotify:track:7uPQU7uKvsZZ7T9XnpBpFg,0.573,0.905,10,-5.954,1,0.0343,0.0408,0.0,0.113,0.6829999999999999,135.94299999999998,247800,4,42.55543,10,1,2000
4700,Ching Ching - Live @ O2 World Berlin,Bushido,spotify:track:5pjn9kmP2MRwNSQ9IQhxIl,0.598,0.905,7,-5.806,1,0.233,0.326,0.0,0.915,0.71,79.111,281280,4,85.47044,8,0,2000
4701,First Train Home,Imogen Heap,spotify:track:6Qy5mfrRPveNNXjEDOG2iV,0.6779999999999999,0.512,6,-10.101,1,0.0292,0.586,0.0019100000000000002,0.14400000000000002,0.498,99.985,252726,4,21.521829999999998,11,0,2000
4702,You Wish,Nightmares On Wax,spotify:track:2MddqD0MryxIAKS03raHsz,0.774,0.244,9,-9.748,0,0.0299,0.72,0.915,0.379,0.42100000000000004,103.464,210467,4,18.75471,9,0,2000
4703,I Don't Wanna Kiss You Goodnight,LFO,spotify:track:16TZZy0lkwb5CoygaBzUbi,0.612,0.758,0,-4.123,1,0.0314,0.309,0.0,0.0949,0.579,128.015,245360,4,30.30851,12,1,2000
4704,Candy,Slick Shoes,spotify:track:3dmBBTdoIyqfqM3Ei9pqjy,0.524,0.941,7,-4.5489999999999995,1,0.0576,0.0477,1.09e-05,0.35100000000000003,0.597,102.434,210640,4,58.29131999999999,10,0,2000
4705,Hush,LL Cool J Featuring 7 Aurelius,spotify:track:0CCDW5SLBppFbtfe2bKwfX,0.768,0.725,11,-6.542999999999999,1,0.292,0.128,0.0,0.122,0.794,98.963,214560,4,17.84384,9,1,2000
4706,I'll Walk,Bucky Covington,spotify:track:3WsAMhyOHxYPrL1pyMAVZm,0.509,0.389,7,-7.433,1,0.0272,0.8,0.0,0.113,0.302,77.098,210213,4,21.12623,9,1,2000
4707,Runner,Dustin O'Halloran,spotify:track:1jHfiebbExKjRhgJzZ4hdk,0.621,0.35200000000000004,0,-13.833,1,0.0382,0.961,0.883,0.146,0.396,109.99799999999999,195747,4,35.646370000000005,10,0,2000
4708,Makes Me Wonder,Maroon 5,spotify:track:1lHXlGlve5Zx8tXLhyjDwM,0.8029999999999999,0.851,7,-2.4290000000000003,1,0.0357,0.00485,0.00035800000000000003,0.0577,0.8809999999999999,113.99600000000001,211080,4,17.51926,12,1,2000
4709,Tairah - Villa Mix,Rexanthony,spotify:track:6REBAaSGXlNh619bhc4ZVJ,0.759,0.948,2,-10.198,1,0.0819,0.000395,0.7609999999999999,0.0532,0.10099999999999999,141.692,210077,4,34.28777,12,0,2000
4710,Maître Du Temps,Misanthrope,spotify:track:0KBG41TZeetIyTfHNHqIVK,0.255,0.9740000000000001,2,-4.468,1,0.0901,6.09e-06,0.168,0.22899999999999998,0.163,95.073,428853,4,41.43291,17,0,2000
4711,Laid to Rest,Lamb of God,spotify:track:1yc53HK08sDab7PDFgnLWk,0.366,0.956,10,-3.725,0,0.10800000000000001,0.000293,0.00447,0.449,0.159,104.016,230127,3,22.22329,8,0,2000
4712,Please Don't Go,Tank,spotify:track:2DGKXhUtmodE6PoeHanxTh,0.486,0.434,0,-10.087,0,0.434,0.509,0.0,0.45799999999999996,0.623,76.367,353640,3,16.1707,13,1,2000
4713,Hustlin',Rick Ross,spotify:track:62iSOBh3bAWoJdQuJNuDUs,0.414,0.738,9,-6.504,1,0.242,0.11699999999999999,0.0,0.10300000000000001,0.6579999999999999,154.43,345347,4,21.5714,19,1,2000
4714,The Dining Rooms - Flamenco Sketches - New Rhumba Version,Nicola Conte,spotify:track:1v685OFD51NsY493VwO7FK,0.557,0.8759999999999999,5,-6.985,0,0.042,0.133,0.20800000000000002,0.132,0.425,109.979,377287,4,19.932129999999997,13,0,2000
4715,I Will Lay Down My Bones Among The Rocks And Stones,Wolves In The Throne Room,spotify:track:48HvHUnXNa1LSt3yhjFa2T,0.172,0.927,4,-8.149,0,0.0948,6.39e-05,0.845,0.225,0.0379,121.73700000000001,1096267,4,58.738980000000005,35,0,2000
4716,I'm Alive,Alice Ripley,spotify:track:1ZBksmlgG0Z2AWRjXT63Mn,0.483,0.718,0,-6.082999999999999,1,0.094,0.36200000000000004,0.0,0.12,0.563,161.02,194120,4,24.17984,9,0,2000
4717,Highway of Rock´n´roll,The Carburetors,spotify:track:3NzmnM0xUAtlvbGRBv3Qav,0.299,0.92,4,-3.944,0,0.08800000000000001,0.00542,0.0,0.305,0.293,200.088,159973,4,34.40468,9,0,2000
4718,Post Rock Defends The Nation,Bon Savants,spotify:track:4NtN3YZ3rvrKKxsuMem2ET,0.249,0.638,4,-7.9110000000000005,1,0.0286,0.00216,0.883,0.225,0.155,95.512,270440,4,25.95391,12,0,2000
4719,Work In Progress,Alan Jackson,spotify:track:1CSdY0W7Ezx2loItcUFskp,0.748,0.6729999999999999,11,-8.45,0,0.0486,0.191,5.86e-06,0.212,0.6609999999999999,135.257,247600,4,37.13015,10,1,2000
4720,Death of Cedric,Patrick Doyle,spotify:track:7jURLmWehyAK8HGqq0v13p,0.135,0.107,11,-23.095,0,0.0435,0.718,0.975,0.214,0.0375,143.27100000000002,116360,4,65.47256,5,0,2000
4721,Moiré - Piano & Organ,Jan Jelinek,spotify:track:0R6sHxjN04nAgEW0jgqLbU,0.46299999999999997,0.222,5,-18.379,1,0.21,0.6920000000000001,0.8759999999999999,0.0975,0.19399999999999998,175.732,414440,4,47.73795,16,0,2000
4722,Don't Call Me Baby,Madison Avenue,spotify:track:4fazGt0v2v2zkzddQOcDZD,0.8079999999999999,0.982,3,-6.587999999999999,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,228140,4,31.8441,9,1,2000
4723,Boxed Daylight (Part I),Dol Ammad,spotify:track:44A2bfU2PQmjOH40ypn60G,0.43200000000000005,0.85,0,-7.8020000000000005,0,0.0325,0.0029100000000000003,0.0029100000000000003,0.39799999999999996,0.715,150.006,178173,4,52.22443,9,0,2000
4724,Sajna Kahe Bhool Gaye,Bally Sagoo,spotify:track:4ipZ93m574AVSM4wvINu2t,0.721,0.6940000000000001,11,-7.754,0,0.147,0.0123,0.000244,0.205,0.523,80.953,331387,4,43.68434,12,0,2000
4725,Mr. Too Damn Good,Gerald Levert,spotify:track:0ayO9HLU8fRymoiFMVHqy3,0.804,0.322,1,-10.001,1,0.0344,0.354,0.0,0.151,0.31,115.17,271560,4,28.03162,14,1,2000
4726,Power Of Love,The Early November,spotify:track:0v0V9i5HTjI2hLRofVR2dP,0.515,0.297,11,-11.780999999999999,1,0.0354,0.85,0.825,0.106,0.44799999999999995,87.098,319000,4,88.80981,9,0,2000
4727,O Crux,Knut Nystedt,spotify:track:2x0dx3fwcYP38AVg4IsCd9,0.0734,0.0435,11,-23.807,0,0.0493,0.993,0.428,0.0808,0.0301,68.303,371840,3,58.50379,18,0,2000
4728,Bad Seeds,Tomorrows Bad Seeds,spotify:track:1nAowDnk4GGdV4YsE08wd7,0.758,0.565,7,-7.74,1,0.237,0.0658,0.0,0.218,0.446,164.02900000000002,166400,4,22.59371,11,0,2000
4729,Untitled (Ultra Rare),Nausea,spotify:track:1RQdeC8SSiZT6u2OFoUncj,0.0865,0.706,6,-11.665999999999999,0,0.0617,0.00037400000000000004,0.748,0.18100000000000002,0.294,169.343,120040,4,25.24811,7,0,2000
